"draw_id","intercept","age_centered","pain_severe","fever_or_temp","vomiting_present","tachycardia_burden","high_acuity_proxy","seed"
1,-2.80431976321383,0.0344126842115451,0.698505208091937,0.710338605748372,0.355810840495922,0.424969220724785,1.5129232826241,20260504
2,-2.58613562424106,0.0438287685556468,0.242925044312643,0.603615769170421,0.488162901480598,0.413589051774552,0.933730066688646,20260504
3,-3.24901231503577,0.0268026713507639,0.978084309207006,-0.256599247211591,0.292083268872214,0.513476617029187,1.07651102291044,20260504
4,-2.87809491931023,0.0308557782872753,0.813217856299566,1.70125195465661,0.0393675769753952,0.468065832754159,1.23464734224341,20260504
5,-3.18822593690953,0.0438499003077284,0.622517698238804,-0.0127314621316766,0.652196386422786,0.636505419420896,1.37170432822416,20260504
6,-2.96135070930287,0.0461519826258079,0.717004376673768,2.34838910736631,0.298444954764153,0.342225024313613,1.67136881625378,20260504
7,-2.68289515530265,0.0382935487835918,0.554765763192347,-0.588314678246145,0.032666154957445,0.480545108135977,0.698697489887942,20260504
8,-2.78054736418226,0.0542480993644518,0.606269080119347,-0.0270725809685483,0.846949835642414,0.517164795289561,1.30795057995007,20260504
9,-2.88632741004146,0.047394829719208,0.667296368560827,1.81437678908436,0.475252759556912,0.474542030754994,1.10228045845803,20260504
10,-2.56848794331303,0.0397331715828518,0.559995805247007,0.594796941862965,0.327135374148223,0.467865575995538,1.11940655862981,20260504
11,-2.74631989678043,0.0504837855971304,0.411641925473427,1.02164255231384,0.749056061170907,0.589373565040358,1.03041553415735,20260504
12,-3.05993709907101,0.0574079152961975,0.670216620452212,1.28115185600619,0.789217649836967,0.55727946509916,1.36785308931237,20260504
13,-2.52493552056242,0.0461724982891105,0.503988425911131,1.5209205962461,0.462970789975598,0.338757436247689,0.679729562087072,20260504
14,-2.58103209443045,0.0472381288064099,0.315081338616399,0.0612153919286377,0.613593819913017,0.317214320966818,0.893050798196902,20260504
15,-3.01477308951928,0.0624783388648126,0.50420366552337,1.47247097935657,0.337347752580372,0.415234742806726,1.25057230324244,20260504
16,-2.54626289432985,0.0442023860504355,0.557442728986071,0.563348443319028,0.333625499148412,0.470269707317126,1.28301782545815,20260504
17,-2.71507071840902,0.058501102150574,0.509455769806925,1.73684941371483,0.615516744235203,0.419510474123244,0.989935392323194,20260504
18,-2.48592672083222,0.0532277080278954,0.388716040811359,0.922472432583844,0.556459526157865,0.733812140765395,1.19025745341458,20260504
19,-2.40947837727954,0.0334652811851831,0.397859188976385,-0.650076868177027,-0.0719286100731258,0.487308904971057,1.16478275346778,20260504
20,-2.57461503386463,0.0399486951907321,0.332757729337945,0.329007186318365,0.22019487050272,0.351795839421986,1.44324852130633,20260504
21,-2.97105369640994,0.0556087088742558,0.622600170950764,1.17386008696992,0.862359137325508,0.42053515514718,1.56410995984648,20260504
22,-2.56820602231337,0.0569383121929728,0.256661760251699,0.750392722628895,0.423899080475482,0.399676508136344,1.4990623760185,20260504
